UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,PersonScores,theta,error
10170.0,10260351.0,w/o-gamified,Grupo11,Apprentice,NA,21.0,0.7428250324180989,0.5201119689447299
10171.0,698531.0,ont-gamified,Mafia,Master,Social Achiever,29.0,2.7672373265395236,0.5640387623187032
10172.0,10273971.0,w/o-gamified,Grupo5,Apprentice,NA,26.0,1.9906110408136524,0.5008514596790399
10174.0,10276852.0,w/o-gamified,Grupo7,Master,NA,23.0,1.2745831746021097,0.5041606383649199
10175.0,10310700.0,ont-gamified,Warriors,Master,Social Achiever,20.0,0.45486221361641016,0.521441827263476
10176.0,10276949.0,ont-gamified,Outlaws,Master,Social Achiever,19.0,0.1679123456784202,0.5129374642281377
10179.0,10310759.0,w/o-gamified,Grupo10,Master,NA,20.0,0.45486221361641016,0.521441827263476
10181.0,10276866.0,w/o-gamified,Grupo2,Apprentice,NA,12.0,-1.3163675753278903,0.4447506736022946
10183.0,10352030.0,w/o-gamified,Grupo3,Apprentice,NA,14.0,-0.950851107942686,0.44369855541753217
10184.0,10276675.0,w/o-gamified,Grupo10,Apprentice,NA,19.0,0.1679123456784202,0.5129374642281377
10185.0,10276960.0,w/o-gamified,Grupo9,Apprentice,NA,24.0,1.518644033440784,0.4982490578835026
10186.0,10310551.0,ont-gamified,Slayers,Apprentice,Social Achiever,17.0,-0.34237304572175137,0.4787017563933511
10188.0,10276995.0,ont-gamified,Vandals,Master,Yee Achiever,17.0,-0.34237304572175137,0.4787017563933511
10189.0,9363926.0,ont-gamified,Vikings,Apprentice,Social Achiever,11.0,-1.5029079949426418,0.45416766163994227
10190.0,10276907.0,w/o-gamified,Grupo4,Apprentice,NA,16.0,-0.5607739336003864,0.4627625825645359
10191.0,10276981.0,w/o-gamified,Grupo1,Master,NA,11.0,-1.5029079949426418,0.45416766163994227
10192.0,10276682.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,18.0,-0.10032552078756714,0.4968152146482996
10193.0,10276762.0,ont-gamified,Vandals,Apprentice,Yee Achiever,7.0,-2.4746913210133528,0.6209806794261473
10197.0,10276661.0,w/o-gamified,Grupo8,Apprentice,NA,16.0,-0.5607739336003864,0.4627625825645359
10198.0,10310888.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,20.0,0.45486221361641016,0.521441827263476
10199.0,10276737.0,w/o-gamified,Grupo1,Apprentice,NA,14.0,-0.950851107942686,0.44369855541753217
10200.0,9795272.0,ont-gamified,Warriors,Apprentice,Social Achiever,22.0,1.0171941972000398,0.5126109431279409
10201.0,10276928.0,w/o-gamified,Grupo11,Apprentice,NA,26.0,1.9906110408136524,0.5008514596790399
10202.0,10277036.0,ont-gamified,Silly Knights,Apprentice,Social Achiever,15.0,-0.7615650634376786,0.4508756307412788
10203.0,9921470.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,21.0,0.7428250324180989,0.5201119689447299
10206.0,10310721.0,w/o-gamified,Grupo8,Apprentice,NA,20.0,0.45486221361641016,0.521441827263476
10208.0,10276932.0,ont-gamified,Mercenaries,Master,Social Achiever,19.0,0.1679123456784202,0.5129374642281377
10209.0,10262669.0,ont-gamified,Mafia,Apprentice,Social Achiever,10.0,-1.6999199590900465,0.4713383411078245
10210.0,10277015.0,w/o-gamified,Grupo6,Apprentice,NA,5.0,-3.8623883670548382,1.2998638238179943
10213.0,10277040.0,w/o-gamified,Grupo7,Apprentice,NA,16.0,-0.5607739336003864,0.4627625825645359
10214.0,10277022.0,ont-gamified,Vikings,Apprentice,Social Achiever,6.0,-2.9180839197279487,0.775034150319496
10215.0,9285227.0,ont-gamified,Vikings,Master,Social Achiever,22.0,1.0171941972000398,0.5126109431279409
10216.0,10276720.0,ont-gamified,Silly Knights,Master,Social Achiever,25.0,1.7552152238898575,0.49674595254974907
10217.0,9805341.0,w/o-gamified,Grupo9,Apprentice,NA,23.0,1.2745831746021097,0.5041606383649199
10218.0,9842913.0,w/o-gamified,Grupo10,Apprentice,NA,20.0,0.45486221361641016,0.521441827263476
10220.0,9760151.0,w/o-gamified,Grupo3,Apprentice,NA,14.0,-0.950851107942686,0.44369855541753217
10221.0,9082496.0,ont-gamified,Warriors,Apprentice,Social Achiever,14.0,-0.950851107942686,0.44369855541753217
10223.0,9795185.0,ont-gamified,Slayers,Master,Social Achiever,26.0,1.9906110408136524,0.5008514596790399
10224.0,9368772.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,20.0,0.45486221361641016,0.521441827263476
10226.0,10310342.0,w/o-gamified,Grupo4,Apprentice,NA,8.0,-2.1650026403541167,0.5442763960239488
10227.0,9274382.0,w/o-gamified,Grupo5,Master,NA,23.0,1.2745831746021097,0.5041606383649199
10228.0,10310492.0,ont-gamified,Resistance,Apprentice,Social Achiever,7.0,-2.4746913210133528,0.6209806794261473
10230.0,10351992.0,ont-gamified,Resistance,Master,Social Achiever,23.0,1.2745831746021097,0.5041606383649199
10231.0,10276911.0,w/o-gamified,Grupo9,Master,NA,23.0,1.2745831746021097,0.5041606383649199
10232.0,10276974.0,w/o-gamified,Grupo7,Apprentice,NA,22.0,1.0171941972000398,0.5126109431279409
10237.0,10377688.0,ont-gamified,Outlaws,Apprentice,Social Achiever,21.0,0.7428250324180989,0.5201119689447299
10238.0,10276953.0,w/o-gamified,Grupo2,Master,NA,19.0,0.1679123456784202,0.5129374642281377
